"","region","year","total_cases","value1","value2","value3","GEOID","variable","estimate","value"
"1","alabama",2014,624,32,8,1,"01","popluation",355334,0.0512820512820513
"2","alabama",2016,135,10,4,0,"01","popluation",355334,0.0740740740740741
"3","alabama",1975,1762,77,8,4,"01","popluation",355334,0.0437003405221339
"4","alabama",1977,1173,32,1,1,"01","popluation",355334,0.0272804774083546
"5","alabama",2015,1129,33,8,4,"01","popluation",355334,0.029229406554473
"6","alabama",1976,1429,47,0,1,"01","popluation",355334,0.032890132960112
"7","alabama",1982,1241,40,0,0,"01","popluation",355334,0.032232070910556
"8","alabama",1983,1474,54,1,0,"01","popluation",355334,0.0366350067842605
"9","alabama",1978,1143,42,1,2,"01","popluation",355334,0.036745406824147
"10","alabama",1974,1527,55,9,4,"01","popluation",355334,0.0360183366077276
"11","alabama",1985,1441,63,4,0,"01","popluation",355334,0.0437196391394865
"12","alabama",1986,1494,83,2,0,"01","popluation",355334,0.0555555555555556
"13","alabama",2013,501,52,7,1,"01","popluation",355334,0.103792415169661
"14","alabama",1973,890,24,0,0,"01","popluation",355334,0.0269662921348315
"15","alabama",1988,1338,57,4,0,"01","popluation",355334,0.0426008968609865
"16","alabama",1989,1464,85,6,0,"01","popluation",355334,0.0580601092896175
"17","alabama",1990,1565,79,6,0,"01","popluation",355334,0.0504792332268371
"18","alabama",1991,1873,97,3,0,"01","popluation",355334,0.0517885744794447
"19","alabama",1979,1331,41,1,1,"01","popluation",355334,0.0308039068369647
"20","alabama",1980,1244,39,3,0,"01","popluation",355334,0.0313504823151125
"21","alabama",1981,1547,38,0,0,"01","popluation",355334,0.0245636716224952
"22","alabama",1984,1448,74,2,0,"01","popluation",355334,0.0511049723756906
"23","alabama",1995,1294,64,5,0,"01","popluation",355334,0.0494590417310665
"24","alabama",2009,735,52,7,2,"01","popluation",355334,0.0707482993197279
"25","alabama",2010,677,57,3,1,"01","popluation",355334,0.0841949778434269
"26","alabama",2011,595,50,9,3,"01","popluation",355334,0.0840336134453782
"27","alabama",1987,1417,53,3,0,"01","popluation",355334,0.0374029640084686
"28","alabama",2001,1017,56,11,2,"01","popluation",355334,0.0550639134709931
"29","alabama",2002,880,52,6,2,"01","popluation",355334,0.0590909090909091
"30","alabama",1994,1305,84,2,1,"01","popluation",355334,0.064367816091954
"31","alabama",2005,591,45,4,0,"01","popluation",355334,0.0761421319796954
"32","alabama",1992,1783,91,6,1,"01","popluation",355334,0.0510375771172182
"33","alabama",1993,1664,103,8,1,"01","popluation",355334,0.0618990384615385
"34","alabama",1997,1020,58,9,3,"01","popluation",355334,0.0568627450980392
"35","alabama",1998,904,51,4,1,"01","popluation",355334,0.0564159292035398
"36","alabama",2007,719,53,4,0,"01","popluation",355334,0.0737134909596662
"37","alabama",1996,1141,38,8,0,"01","popluation",355334,0.0333041191936897
"38","alabama",1972,661,17,0,0,"01","popluation",355334,0.0257186081694402
"39","alabama",2004,740,49,3,0,"01","popluation",355334,0.0662162162162162
"40","alabama",2012,519,45,8,0,"01","popluation",355334,0.0867052023121387
"41","alabama",1971,438,9,1,0,"01","popluation",355334,0.0205479452054795
"42","alabama",2003,936,61,11,2,"01","popluation",355334,0.0651709401709402
"43","alabama",1967,361,11,0,0,"01","popluation",355334,0.0304709141274238
"44","alabama",1968,431,5,0,0,"01","popluation",355334,0.0116009280742459
"45","alabama",2006,630,41,6,4,"01","popluation",355334,0.0650793650793651
"46","alabama",2008,720,50,8,2,"01","popluation",355334,0.0694444444444444
"47","alabama",1970,492,5,0,0,"01","popluation",355334,0.0101626016260163
"48","alabama",1999,903,56,6,0,"01","popluation",355334,0.062015503875969
"49","alabama",2000,1107,56,3,3,"01","popluation",355334,0.0505871725383921
"50","alabama",1969,475,10,0,0,"01","popluation",355334,0.0210526315789474
"51","alaska",1967,33,2,0,0,"02","popluation",64785,0.0606060606060606
"52","alaska",2009,72,13,0,0,"02","popluation",64785,0.180555555555556
"53","alaska",2014,105,23,2,0,"02","popluation",64785,0.219047619047619
"54","alaska",2010,59,12,0,0,"02","popluation",64785,0.203389830508475
"55","alaska",2007,95,14,1,0,"02","popluation",64785,0.147368421052632
"56","alaska",1979,80,3,0,0,"02","popluation",64785,0.0375
"57","alaska",1980,85,3,2,0,"02","popluation",64785,0.0352941176470588
"58","alaska",2008,110,22,1,0,"02","popluation",64785,0.2
"59","alaska",1978,28,2,0,0,"02","popluation",64785,0.0714285714285714
"60","alaska",2012,71,16,3,0,"02","popluation",64785,0.225352112676056
"61","alaska",2013,110,17,2,0,"02","popluation",64785,0.154545454545455
"62","alaska",1968,40,1,0,0,"02","popluation",64785,0.025
"63","alaska",2011,68,12,0,0,"02","popluation",64785,0.176470588235294
"64","alaska",1975,10,1,0,0,"02","popluation",64785,0.1
"65","alaska",1976,11,0,0,0,"02","popluation",64785,0
"66","alaska",2015,95,20,1,0,"02","popluation",64785,0.210526315789474
"67","alaska",1974,45,2,0,0,"02","popluation",64785,0.0444444444444444
"68","alaska",1991,59,8,0,0,"02","popluation",64785,0.135593220338983
"69","alaska",1992,75,8,0,0,"02","popluation",64785,0.106666666666667
"70","alaska",1993,48,6,0,0,"02","popluation",64785,0.125
"71","alaska",1981,78,4,0,0,"02","popluation",64785,0.0512820512820513
"72","alaska",1969,52,2,0,0,"02","popluation",64785,0.0384615384615385
"73","alaska",1970,70,1,0,0,"02","popluation",64785,0.0142857142857143
"74","alaska",1971,102,4,0,0,"02","popluation",64785,0.0392156862745098
"75","alaska",1973,114,3,0,0,"02","popluation",64785,0.0263157894736842
"76","alaska",1985,106,16,2,0,"02","popluation",64785,0.150943396226415
"77","alaska",1986,60,13,4,0,"02","popluation",64785,0.216666666666667
"78","alaska",1987,33,7,0,1,"02","popluation",64785,0.212121212121212
"79","alaska",2016,73,20,1,0,"02","popluation",64785,0.273972602739726
"80","alaska",1977,55,4,0,0,"02","popluation",64785,0.0727272727272727
"81","alaska",2005,129,23,5,2,"02","popluation",64785,0.178294573643411
"82","alaska",2006,81,6,0,1,"02","popluation",64785,0.0740740740740741
"83","alaska",1984,61,10,2,1,"02","popluation",64785,0.163934426229508
"84","alaska",1972,93,4,1,0,"02","popluation",64785,0.043010752688172
"85","alaska",1982,87,5,1,0,"02","popluation",64785,0.0574712643678161
"86","alaska",1983,63,4,1,0,"02","popluation",64785,0.0634920634920635
"87","alaska",2001,145,25,2,0,"02","popluation",64785,0.172413793103448
"88","alaska",1988,110,14,1,0,"02","popluation",64785,0.127272727272727
"89","alaska",1999,70,8,2,1,"02","popluation",64785,0.114285714285714
"90","alaska",2000,60,10,1,0,"02","popluation",64785,0.166666666666667
"91","alaska",1994,67,4,0,0,"02","popluation",64785,0.0597014925373134
"92","alaska",1995,91,14,1,0,"02","popluation",64785,0.153846153846154
"93","alaska",1989,36,4,0,1,"02","popluation",64785,0.111111111111111
"94","alaska",1990,59,7,0,0,"02","popluation",64785,0.11864406779661
"95","alaska",1998,44,4,0,0,"02","popluation",64785,0.0909090909090909
"96","alaska",1996,95,12,0,0,"02","popluation",64785,0.126315789473684
"97","alaska",1997,79,11,0,1,"02","popluation",64785,0.139240506329114
"98","alaska",2004,116,16,1,0,"02","popluation",64785,0.137931034482759
"99","alaska",2002,128,15,1,0,"02","popluation",64785,0.1171875
"100","alaska",2003,116,24,4,1,"02","popluation",64785,0.206896551724138
"101","arizona",2001,217,27,1,1,"04","popluation",388396,0.124423963133641
"102","arizona",1973,659,16,0,0,"04","popluation",388396,0.0242792109256449
"103","arizona",2000,228,30,6,1,"04","popluation",388396,0.131578947368421
"104","arizona",1969,561,18,0,0,"04","popluation",388396,0.0320855614973262
"105","arizona",1974,489,23,0,0,"04","popluation",388396,0.0470347648261759
"106","arizona",2002,217,33,4,0,"04","popluation",388396,0.152073732718894
"107","arizona",1972,672,16,0,0,"04","popluation",388396,0.0238095238095238
"108","arizona",1985,565,34,3,1,"04","popluation",388396,0.0601769911504425
"109","arizona",1986,524,42,4,0,"04","popluation",388396,0.0801526717557252
"110","arizona",1987,419,41,3,0,"04","popluation",388396,0.0978520286396181
"111","arizona",1975,674,17,2,1,"04","popluation",388396,0.0252225519287834
"112","arizona",2003,239,34,2,1,"04","popluation",388396,0.142259414225941
"113","arizona",2004,190,31,2,0,"04","popluation",388396,0.163157894736842
"114","arizona",2005,180,17,1,0,"04","popluation",388396,0.0944444444444444
"115","arizona",1967,480,4,1,0,"04","popluation",388396,0.00833333333333333
"116","arizona",1968,469,11,0,0,"04","popluation",388396,0.023454157782516
"117","arizona",2008,219,33,1,0,"04","popluation",388396,0.150684931506849
"118","arizona",2009,254,20,1,0,"04","popluation",388396,0.078740157480315
"119","arizona",1970,672,11,0,0,"04","popluation",388396,0.0163690476190476
"120","arizona",1971,639,17,0,0,"04","popluation",388396,0.02660406885759
"121","arizona",1998,248,25,0,0,"04","popluation",388396,0.100806451612903
"122","arizona",1999,231,27,2,0,"04","popluation",388396,0.116883116883117
"123","arizona",2013,219,30,0,0,"04","popluation",388396,0.136986301369863
"124","arizona",2014,255,34,0,1,"04","popluation",388396,0.133333333333333
"125","arizona",1976,637,16,2,1,"04","popluation",388396,0.0251177394034537
"126","arizona",1977,609,21,3,0,"04","popluation",388396,0.0344827586206897
"127","arizona",1978,535,15,1,0,"04","popluation",388396,0.0280373831775701
"128","arizona",2006,183,20,1,1,"04","popluation",388396,0.109289617486339
"129","arizona",2007,264,39,4,0,"04","popluation",388396,0.147727272727273
"130","arizona",1980,509,28,0,0,"04","popluation",388396,0.0550098231827112
"131","arizona",1981,469,32,1,1,"04","popluation",388396,0.0682302771855011
"132","arizona",1982,497,41,2,2,"04","popluation",388396,0.0824949698189135
"133","arizona",2010,240,29,0,0,"04","popluation",388396,0.120833333333333
"134","arizona",2011,225,25,2,0,"04","popluation",388396,0.111111111111111
"135","arizona",2012,209,19,1,0,"04","popluation",388396,0.0909090909090909
"136","arizona",1988,428,33,1,0,"04","popluation",388396,0.0771028037383178
"137","arizona",1989,456,56,3,0,"04","popluation",388396,0.12280701754386
"138","arizona",2015,185,16,0,0,"04","popluation",388396,0.0864864864864865
"139","arizona",2016,164,22,3,0,"04","popluation",388396,0.134146341463415
"140","arizona",1993,395,42,5,0,"04","popluation",388396,0.106329113924051
"141","arizona",1994,392,27,3,0,"04","popluation",388396,0.0688775510204082
"142","arizona",1979,561,17,0,0,"04","popluation",388396,0.0303030303030303
"143","arizona",1992,391,25,1,2,"04","popluation",388396,0.0639386189258312
"144","arizona",1997,307,37,1,2,"04","popluation",388396,0.120521172638436
"145","arizona",1983,506,51,2,0,"04","popluation",388396,0.100790513833992
"146","arizona",1984,490,46,1,0,"04","popluation",388396,0.0938775510204082
"147","arizona",1991,414,39,3,0,"04","popluation",388396,0.0942028985507246
"148","arizona",1990,469,43,5,0,"04","popluation",388396,0.0916844349680171
"149","arizona",1996,333,40,7,1,"04","popluation",388396,0.12012012012012
"150","arizona",1995,354,50,6,1,"04","popluation",388396,0.141242937853107
"151","arkansas",1992,587,42,5,3,"05","popluation",218148,0.0715502555366269
"152","arkansas",1976,267,3,1,0,"05","popluation",218148,0.0112359550561798
"153","arkansas",1977,271,8,0,0,"05","popluation",218148,0.029520295202952
"154","arkansas",1995,581,28,6,1,"05","popluation",218148,0.0481927710843374
"155","arkansas",1996,701,40,3,0,"05","popluation",218148,0.0570613409415121
"156","arkansas",1991,555,29,5,4,"05","popluation",218148,0.0522522522522523
"157","arkansas",1999,555,40,5,3,"05","popluation",218148,0.0720720720720721
"158","arkansas",2000,601,30,1,0,"05","popluation",218148,0.0499168053244592
"159","arkansas",1993,571,33,5,1,"05","popluation",218148,0.0577933450087566
"160","arkansas",1994,658,38,3,1,"05","popluation",218148,0.0577507598784195
"161","arkansas",1975,255,4,1,0,"05","popluation",218148,0.0156862745098039
"162","arkansas",1990,594,26,3,1,"05","popluation",218148,0.0437710437710438
"163","arkansas",2002,553,36,4,1,"05","popluation",218148,0.0650994575045208
"164","arkansas",2003,573,46,2,0,"05","popluation",218148,0.0802792321116928
"165","arkansas",2004,602,59,9,2,"05","popluation",218148,0.0980066445182724
"166","arkansas",1967,350,3,1,0,"05","popluation",218148,0.00857142857142857
"167","arkansas",1968,376,2,0,0,"05","popluation",218148,0.00531914893617021
"168","arkansas",1997,654,33,4,0,"05","popluation",218148,0.0504587155963303
"169","arkansas",1998,634,38,6,0,"05","popluation",218148,0.0599369085173502
"170","arkansas",1970,352,3,0,0,"05","popluation",218148,0.00852272727272727
"171","arkansas",1971,356,8,1,0,"05","popluation",218148,0.0224719101123595
"172","arkansas",1972,458,10,1,0,"05","popluation",218148,0.0218340611353712
"173","arkansas",1973,427,12,1,0,"05","popluation",218148,0.0281030444964871
"174","arkansas",1974,339,12,2,0,"05","popluation",218148,0.0353982300884956
"175","arkansas",2001,588,35,3,1,"05","popluation",218148,0.0595238095238095
"176","arkansas",2016,570,81,6,1,"05","popluation",218148,0.142105263157895
"177","arkansas",2014,437,55,4,1,"05","popluation",218148,0.125858123569794
"178","arkansas",1978,334,7,1,1,"05","popluation",218148,0.0209580838323353
"179","arkansas",2005,575,56,11,2,"05","popluation",218148,0.0973913043478261
"180","arkansas",2006,557,47,5,1,"05","popluation",218148,0.0843806104129264
"181","arkansas",2007,551,56,10,1,"05","popluation",218148,0.101633393829401
"182","arkansas",1969,348,3,1,0,"05","popluation",218148,0.00862068965517241
"183","arkansas",1984,608,21,3,2,"05","popluation",218148,0.0345394736842105
"184","arkansas",1985,637,24,4,1,"05","popluation",218148,0.0376766091051805
"185","arkansas",1986,600,37,7,3,"05","popluation",218148,0.0616666666666667
"186","arkansas",1987,585,33,8,0,"05","popluation",218148,0.0564102564102564
"187","arkansas",1988,542,27,2,1,"05","popluation",218148,0.0498154981549815
"188","arkansas",2015,551,73,3,1,"05","popluation",218148,0.132486388384755
"189","arkansas",2013,250,28,2,1,"05","popluation",218148,0.112
"190","arkansas",1980,767,25,4,2,"05","popluation",218148,0.0325945241199478
"191","arkansas",1981,569,23,1,1,"05","popluation",218148,0.0404217926186292
"192","arkansas",1982,596,26,3,1,"05","popluation",218148,0.0436241610738255
"193","arkansas",1979,471,21,3,0,"05","popluation",218148,0.0445859872611465
"194","arkansas",2009,539,53,3,1,"05","popluation",218148,0.098330241187384
"195","arkansas",2010,415,62,4,1,"05","popluation",218148,0.149397590361446
"196","arkansas",2011,375,51,4,0,"05","popluation",218148,0.136
"197","arkansas",2008,533,47,2,1,"05","popluation",218148,0.0881801125703565
"198","arkansas",1983,584,17,2,1,"05","popluation",218148,0.0291095890410959
"199","arkansas",1989,606,31,3,0,"05","popluation",218148,0.0511551155115512
"200","arkansas",2012,320,50,3,1,"05","popluation",218148,0.15625
"201","california",1981,1127,74,5,1,"06","popluation",2330290,0.0656610470275066
"202","california",1982,1075,84,6,1,"06","popluation",2330290,0.0781395348837209
"203","california",1967,1415,75,0,0,"06","popluation",2330290,0.0530035335689046
"204","california",1993,1026,133,10,1,"06","popluation",2330290,0.12962962962963
"205","california",1994,1034,120,6,3,"06","popluation",2330290,0.11605415860735
"206","california",1980,1236,83,11,1,"06","popluation",2330290,0.0671521035598705
"207","california",1984,1237,117,10,2,"06","popluation",2330290,0.0945836701697656
"208","california",1985,1372,118,14,3,"06","popluation",2330290,0.0860058309037901
"209","california",1986,1252,119,3,3,"06","popluation",2330290,0.0950479233226837
"210","california",1979,1241,80,12,1,"06","popluation",2330290,0.064464141821112
"211","california",1988,1237,148,15,3,"06","popluation",2330290,0.119644300727567
"212","california",1989,1173,117,16,2,"06","popluation",2330290,0.0997442455242967
"213","california",1990,1118,105,9,1,"06","popluation",2330290,0.09391771019678
"214","california",1983,1195,92,9,4,"06","popluation",2330290,0.0769874476987448
"215","california",1977,1003,45,4,0,"06","popluation",2330290,0.0448654037886341
"216","california",1978,1134,72,14,2,"06","popluation",2330290,0.0634920634920635
"217","california",2006,953,155,11,1,"06","popluation",2330290,0.162644281217209
"218","california",2007,1075,176,13,0,"06","popluation",2330290,0.163720930232558
"219","california",1995,1018,120,7,3,"06","popluation",2330290,0.117878192534381
"220","california",1996,972,109,2,1,"06","popluation",2330290,0.112139917695473
"221","california",1997,933,105,7,3,"06","popluation",2330290,0.112540192926045
"222","california",1998,884,118,10,4,"06","popluation",2330290,0.133484162895928
"223","california",1987,1084,97,2,1,"06","popluation",2330290,0.0894833948339483
"224","california",1972,802,38,2,2,"06","popluation",2330290,0.0473815461346633
"225","california",1973,767,41,5,0,"06","popluation",2330290,0.0534550195567145
"226","california",1974,877,40,2,0,"06","popluation",2330290,0.0456100342075257
"227","california",1975,1050,52,3,1,"06","popluation",2330290,0.0495238095238095
"228","california",1991,1174,106,10,3,"06","popluation",2330290,0.0902896081771721
"229","california",1992,1110,137,11,3,"06","popluation",2330290,0.123423423423423
"230","california",2005,939,140,13,2,"06","popluation",2330290,0.149094781682641
"231","california",1969,1392,66,5,1,"06","popluation",2330290,0.0474137931034483
"232","california",1970,1298,60,2,0,"06","popluation",2330290,0.0462249614791988
"233","california",1999,874,129,14,5,"06","popluation",2330290,0.147597254004577
"234","california",1968,1407,76,3,0,"06","popluation",2330290,0.0540156361051883
"235","california",2001,851,141,14,1,"06","popluation",2330290,0.165687426556992
"236","california",2002,964,149,13,1,"06","popluation",2330290,0.154564315352697
"237","california",1976,1149,60,2,1,"06","popluation",2330290,0.0522193211488251
"238","california",2000,855,129,6,2,"06","popluation",2330290,0.150877192982456
"239","california",2011,960,166,10,1,"06","popluation",2330290,0.172916666666667
"240","california",2012,865,142,12,5,"06","popluation",2330290,0.164161849710983
"241","california",2008,1185,202,9,4,"06","popluation",2330290,0.170464135021097
"242","california",2016,455,91,3,0,"06","popluation",2330290,0.2
"243","california",2004,983,154,13,2,"06","popluation",2330290,0.156663275686673
"244","california",2010,947,174,10,3,"06","popluation",2330290,0.183738120380148
"245","california",2013,833,130,8,1,"06","popluation",2330290,0.156062424969988
"246","california",1971,1056,50,3,0,"06","popluation",2330290,0.0473484848484848
"247","california",2009,1023,172,10,1,"06","popluation",2330290,0.168132942326491
"248","california",2015,873,144,10,1,"06","popluation",2330290,0.164948453608247
"249","california",2003,941,162,11,4,"06","popluation",2330290,0.172157279489904
"250","california",2014,849,142,4,0,"06","popluation",2330290,0.167255594817432
"251","colorado",2015,134,23,4,0,"08","popluation",350186,0.171641791044776
"252","colorado",2014,135,24,1,1,"08","popluation",350186,0.177777777777778
"253","colorado",1971,335,2,1,0,"08","popluation",350186,0.00597014925373134
"254","colorado",1972,315,8,1,0,"08","popluation",350186,0.0253968253968254
"255","colorado",2013,154,38,9,0,"08","popluation",350186,0.246753246753247
"256","colorado",1970,245,3,0,0,"08","popluation",350186,0.0122448979591837
"257","colorado",1983,190,8,0,0,"08","popluation",350186,0.0421052631578947
"258","colorado",1984,230,15,0,0,"08","popluation",350186,0.0652173913043478
"259","colorado",2012,161,25,5,1,"08","popluation",350186,0.15527950310559
"260","colorado",1975,301,10,0,0,"08","popluation",350186,0.0332225913621262
"261","colorado",1974,314,13,1,1,"08","popluation",350186,0.0414012738853503
"262","colorado",1976,285,13,0,0,"08","popluation",350186,0.0456140350877193
"263","colorado",2016,95,18,3,0,"08","popluation",350186,0.189473684210526
"264","colorado",2011,129,21,2,0,"08","popluation",350186,0.162790697674419
"265","colorado",1979,319,14,0,0,"08","popluation",350186,0.0438871473354232
"266","colorado",1980,436,29,2,2,"08","popluation",350186,0.0665137614678899
"267","colorado",1985,264,17,0,0,"08","popluation",350186,0.0643939393939394
"268","colorado",1973,291,6,2,0,"08","popluation",350186,0.0206185567010309
"269","colorado",1982,236,13,0,0,"08","popluation",350186,0.0550847457627119
"270","colorado",1996,279,25,3,0,"08","popluation",350186,0.0896057347670251
"271","colorado",1997,191,16,2,0,"08","popluation",350186,0.0837696335078534
"272","colorado",1998,210,18,3,0,"08","popluation",350186,0.0857142857142857
"273","colorado",1986,137,13,0,0,"08","popluation",350186,0.0948905109489051
"274","colorado",1987,91,10,0,0,"08","popluation",350186,0.10989010989011
"275","colorado",1988,310,21,1,0,"08","popluation",350186,0.067741935483871
"276","colorado",1977,287,11,0,0,"08","popluation",350186,0.0383275261324042
"277","colorado",1978,269,15,0,0,"08","popluation",350186,0.0557620817843866
"278","colorado",1990,199,18,2,0,"08","popluation",350186,0.0904522613065327
"279","colorado",1991,120,17,2,0,"08","popluation",350186,0.141666666666667
"280","colorado",1992,205,18,0,0,"08","popluation",350186,0.0878048780487805
"281","colorado",1981,238,21,0,0,"08","popluation",350186,0.0882352941176471
"282","colorado",2010,128,19,0,0,"08","popluation",350186,0.1484375
"283","colorado",1969,259,4,0,0,"08","popluation",350186,0.0154440154440154
"284","colorado",1967,366,2,0,0,"08","popluation",350186,0.00546448087431694
"285","colorado",2000,113,13,1,0,"08","popluation",350186,0.115044247787611
"286","colorado",1989,205,14,2,0,"08","popluation",350186,0.0682926829268293
"287","colorado",1999,186,24,2,0,"08","popluation",350186,0.129032258064516
"288","colorado",2006,185,16,1,0,"08","popluation",350186,0.0864864864864865
"289","colorado",2007,258,44,4,1,"08","popluation",350186,0.170542635658915
"290","colorado",1993,240,23,2,0,"08","popluation",350186,0.0958333333333333
"291","colorado",2005,202,33,6,0,"08","popluation",350186,0.163366336633663
"292","colorado",1995,284,31,3,0,"08","popluation",350186,0.109154929577465
"293","colorado",2003,302,44,1,0,"08","popluation",350186,0.145695364238411
"294","colorado",2004,268,36,2,0,"08","popluation",350186,0.134328358208955
"295","colorado",1994,250,28,5,1,"08","popluation",350186,0.112
"296","colorado",2002,268,26,2,0,"08","popluation",350186,0.0970149253731343
"297","colorado",1968,288,3,0,0,"08","popluation",350186,0.0104166666666667
"298","colorado",2001,308,41,5,0,"08","popluation",350186,0.133116883116883
"299","colorado",2009,158,21,3,0,"08","popluation",350186,0.132911392405063
"300","colorado",2008,250,35,2,0,"08","popluation",350186,0.14
"301","connecticut",2003,1064,106,4,2,"09","popluation",255264,0.0996240601503759
"302","connecticut",2002,1137,73,5,1,"09","popluation",255264,0.0642040457343887
"303","connecticut",1975,451,4,0,0,"09","popluation",255264,0.00886917960088692
"304","connecticut",1967,447,5,0,0,"09","popluation",255264,0.0111856823266219
"305","connecticut",2001,1140,81,3,1,"09","popluation",255264,0.0710526315789474
"306","connecticut",1968,375,5,0,0,"09","popluation",255264,0.0133333333333333
"307","connecticut",1976,534,9,0,0,"09","popluation",255264,0.0168539325842697
"308","connecticut",2004,1058,110,4,0,"09","popluation",255264,0.103969754253308
"309","connecticut",2005,1073,68,6,2,"09","popluation",255264,0.0633737185461323
"310","connecticut",1974,466,3,0,0,"09","popluation",255264,0.00643776824034335
"311","connecticut",1987,755,77,3,0,"09","popluation",255264,0.101986754966887
"312","connecticut",1988,908,49,1,1,"09","popluation",255264,0.0539647577092511
"313","connecticut",1977,456,9,1,0,"09","popluation",255264,0.0197368421052632
"314","connecticut",1978,432,8,0,0,"09","popluation",255264,0.0185185185185185
"315","connecticut",2006,980,85,8,1,"09","popluation",255264,0.086734693877551
"316","connecticut",1969,362,4,0,0,"09","popluation",255264,0.0110497237569061
"317","connecticut",1970,320,1,0,0,"09","popluation",255264,0.003125
"318","connecticut",1971,320,5,0,0,"09","popluation",255264,0.015625
"319","connecticut",1972,390,5,0,0,"09","popluation",255264,0.0128205128205128
"320","connecticut",2011,979,88,5,0,"09","popluation",255264,0.0898876404494382
"321","connecticut",2012,649,55,4,0,"09","popluation",255264,0.0847457627118644
"322","connecticut",1973,416,2,0,0,"09","popluation",255264,0.00480769230769231
"323","connecticut",1986,755,81,4,0,"09","popluation",255264,0.107284768211921
"324","connecticut",1999,966,82,11,4,"09","popluation",255264,0.0848861283643892
"325","connecticut",2000,1092,100,2,0,"09","popluation",255264,0.0915750915750916
"326","connecticut",2008,1101,117,15,3,"09","popluation",255264,0.106267029972752
"327","connecticut",2009,981,113,6,2,"09","popluation",255264,0.115188583078491
"328","connecticut",1979,393,8,1,0,"09","popluation",255264,0.0203562340966921
"329","connecticut",2007,1073,97,6,0,"09","popluation",255264,0.0904007455731594
"330","connecticut",1982,298,29,1,0,"09","popluation",255264,0.0973154362416107
"331","connecticut",1983,348,20,2,0,"09","popluation",255264,0.0574712643678161
"332","connecticut",2010,1077,94,6,3,"09","popluation",255264,0.0872794800371402
"333","connecticut",1981,280,13,1,0,"09","popluation",255264,0.0464285714285714
"334","connecticut",1989,775,62,3,0,"09","popluation",255264,0.08
"335","connecticut",1990,859,49,3,0,"09","popluation",255264,0.0570430733410943
"336","connecticut",2013,177,16,1,0,"09","popluation",255264,0.0903954802259887
"337","connecticut",2014,5,1,0,0,"09","popluation",255264,0.2
"338","connecticut",1994,921,49,8,1,"09","popluation",255264,0.0532030401737242
"339","connecticut",1995,966,56,5,1,"09","popluation",255264,0.0579710144927536
"340","connecticut",1991,837,41,2,0,"09","popluation",255264,0.0489844683393071
"341","connecticut",1980,416,14,1,0,"09","popluation",255264,0.0336538461538462
"342","connecticut",1985,768,32,1,0,"09","popluation",255264,0.0416666666666667
"343","connecticut",1993,919,55,6,1,"09","popluation",255264,0.0598476605005441
"344","connecticut",1996,1140,62,11,1,"09","popluation",255264,0.0543859649122807
"345","connecticut",1984,553,26,2,0,"09","popluation",255264,0.0470162748643761
"346","connecticut",1992,876,51,6,0,"09","popluation",255264,0.0582191780821918
"347","connecticut",1998,975,58,11,2,"09","popluation",255264,0.0594871794871795
"348","connecticut",1997,1095,57,7,2,"09","popluation",255264,0.0520547945205479
"349","delaware",1969,71,2,0,0,"10","popluation",68443,0.028169014084507
"350","delaware",1997,101,12,0,0,"10","popluation",68443,0.118811881188119
"351","delaware",1996,70,8,0,0,"10","popluation",68443,0.114285714285714
"352","delaware",1981,91,7,0,0,"10","popluation",68443,0.0769230769230769
"353","delaware",1982,108,4,0,0,"10","popluation",68443,0.037037037037037
"354","delaware",1995,57,4,0,0,"10","popluation",68443,0.0701754385964912
"355","delaware",1968,75,3,0,0,"10","popluation",68443,0.04
"356","delaware",1999,51,4,0,0,"10","popluation",68443,0.0784313725490196
"357","delaware",2000,52,3,0,0,"10","popluation",68443,0.0576923076923077
"358","delaware",1967,74,0,0,0,"10","popluation",68443,0
"359","delaware",1980,95,2,0,0,"10","popluation",68443,0.0210526315789474
"360","delaware",2003,73,9,0,0,"10","popluation",68443,0.123287671232877
"361","delaware",2004,42,3,0,0,"10","popluation",68443,0.0714285714285714
"362","delaware",1970,91,0,0,0,"10","popluation",68443,0
"363","delaware",1998,63,7,0,0,"10","popluation",68443,0.111111111111111
"364","delaware",1993,65,9,0,0,"10","popluation",68443,0.138461538461538
"365","delaware",1994,60,9,0,0,"10","popluation",68443,0.15
"366","delaware",2008,87,9,0,0,"10","popluation",68443,0.103448275862069
"367","delaware",2009,76,15,0,0,"10","popluation",68443,0.197368421052632
"368","delaware",1971,48,1,0,0,"10","popluation",68443,0.0208333333333333
"369","delaware",1972,91,3,0,0,"10","popluation",68443,0.032967032967033
"370","delaware",1973,99,1,0,0,"10","popluation",68443,0.0101010101010101
"371","delaware",2001,95,16,0,0,"10","popluation",68443,0.168421052631579
"372","delaware",2002,70,10,0,0,"10","popluation",68443,0.142857142857143
"373","delaware",1975,155,6,0,0,"10","popluation",68443,0.0387096774193548
"374","delaware",1976,89,4,0,0,"10","popluation",68443,0.0449438202247191
"375","delaware",1977,81,10,0,0,"10","popluation",68443,0.123456790123457
"376","delaware",2005,70,10,0,0,"10","popluation",68443,0.142857142857143
"377","delaware",2006,75,10,1,0,"10","popluation",68443,0.133333333333333
"378","delaware",2007,30,1,0,0,"10","popluation",68443,0.0333333333333333
"379","delaware",2012,65,11,0,0,"10","popluation",68443,0.169230769230769
"380","delaware",2013,63,13,2,0,"10","popluation",68443,0.206349206349206
