"","region","year","total_cases","value1","value2","value3","GEOID","variable","estimate","value"
"1268","missouri",1992,1700,115,5,1,"29","popluation",496693,0.0676470588235294
"1269","missouri",1989,1873,133,7,1,"29","popluation",496693,0.0710090763481046
"1270","montana",1967,132,2,0,0,"30","popluation",95109,0.0151515151515152
"1271","montana",1988,362,28,2,0,"30","popluation",95109,0.0773480662983425
"1272","montana",1989,358,24,5,0,"30","popluation",95109,0.0670391061452514
"1273","montana",2002,341,45,4,1,"30","popluation",95109,0.131964809384164
"1274","montana",1990,434,34,4,0,"30","popluation",95109,0.0783410138248848
"1275","montana",1991,309,30,5,3,"30","popluation",95109,0.0970873786407767
"1276","montana",2001,348,39,3,1,"30","popluation",95109,0.112068965517241
"1277","montana",1997,426,41,3,1,"30","popluation",95109,0.0962441314553991
"1278","montana",1998,350,38,1,1,"30","popluation",95109,0.108571428571429
"1279","montana",1999,350,42,1,0,"30","popluation",95109,0.12
"1280","montana",2000,382,34,2,1,"30","popluation",95109,0.0890052356020942
"1281","montana",1975,234,3,0,0,"30","popluation",95109,0.0128205128205128
"1282","montana",1976,275,8,0,0,"30","popluation",95109,0.0290909090909091
"1283","montana",2003,357,41,5,0,"30","popluation",95109,0.11484593837535
"1284","montana",2004,462,57,7,2,"30","popluation",95109,0.123376623376623
"1285","montana",1992,413,60,6,2,"30","popluation",95109,0.145278450363196
"1286","montana",1993,511,68,5,0,"30","popluation",95109,0.13307240704501
"1287","montana",1994,428,58,7,0,"30","popluation",95109,0.135514018691589
"1288","montana",1995,385,47,4,0,"30","popluation",95109,0.122077922077922
"1289","montana",1996,430,49,3,3,"30","popluation",95109,0.113953488372093
"1290","montana",1971,162,1,0,0,"30","popluation",95109,0.00617283950617284
"1291","montana",1972,166,1,0,0,"30","popluation",95109,0.00602409638554217
"1292","montana",1973,260,0,0,0,"30","popluation",95109,0
"1293","montana",1974,187,3,0,0,"30","popluation",95109,0.0160427807486631
"1294","montana",1986,374,21,3,0,"30","popluation",95109,0.0561497326203209
"1295","montana",1987,429,37,3,0,"30","popluation",95109,0.0862470862470862
"1296","montana",2015,208,20,3,1,"30","popluation",95109,0.0961538461538462
"1297","montana",2016,180,26,6,0,"30","popluation",95109,0.144444444444444
"1298","montana",2005,248,42,6,1,"30","popluation",95109,0.169354838709677
"1299","montana",2006,378,49,3,2,"30","popluation",95109,0.12962962962963
"1300","montana",1968,209,2,0,0,"30","popluation",95109,0.00956937799043062
"1301","montana",1969,253,5,0,0,"30","popluation",95109,0.0197628458498024
"1302","montana",1970,185,2,0,0,"30","popluation",95109,0.0108108108108108
"1303","montana",2009,376,47,10,2,"30","popluation",95109,0.125
"1304","montana",2010,320,41,3,0,"30","popluation",95109,0.128125
"1305","montana",2011,160,20,4,1,"30","popluation",95109,0.125
"1306","montana",2012,206,32,4,1,"30","popluation",95109,0.155339805825243
"1307","montana",2013,349,48,6,0,"30","popluation",95109,0.137535816618911
"1308","montana",2014,370,53,4,0,"30","popluation",95109,0.143243243243243
"1309","montana",1977,308,3,0,0,"30","popluation",95109,0.00974025974025974
"1310","montana",2007,375,63,6,0,"30","popluation",95109,0.168
"1311","montana",2008,304,45,3,1,"30","popluation",95109,0.148026315789474
"1312","montana",1981,305,14,3,1,"30","popluation",95109,0.0459016393442623
"1313","montana",1982,371,17,0,0,"30","popluation",95109,0.045822102425876
"1314","montana",1983,313,11,1,0,"30","popluation",95109,0.0351437699680511
"1315","montana",1984,436,27,4,0,"30","popluation",95109,0.0619266055045872
"1316","montana",1985,324,16,1,0,"30","popluation",95109,0.0493827160493827
"1317","montana",1980,303,16,4,0,"30","popluation",95109,0.0528052805280528
"1318","montana",1978,275,7,1,0,"30","popluation",95109,0.0254545454545455
"1319","montana",1979,323,12,4,0,"30","popluation",95109,0.0371517027863777
"1320","nebraska",1975,362,19,1,0,"31","popluation",197760,0.0524861878453039
"1321","nebraska",1974,322,10,1,1,"31","popluation",197760,0.031055900621118
"1322","nebraska",1987,378,38,0,0,"31","popluation",197760,0.100529100529101
"1323","nebraska",1976,337,12,2,0,"31","popluation",197760,0.0356083086053412
"1324","nebraska",1977,370,19,0,0,"31","popluation",197760,0.0513513513513514
"1325","nebraska",1986,399,41,1,1,"31","popluation",197760,0.102756892230576
"1326","nebraska",1978,303,17,2,1,"31","popluation",197760,0.0561056105610561
"1327","nebraska",1988,478,43,1,0,"31","popluation",197760,0.0899581589958159
"1328","nebraska",1989,463,42,2,0,"31","popluation",197760,0.0907127429805616
"1329","nebraska",1990,346,44,1,0,"31","popluation",197760,0.127167630057803
"1330","nebraska",1982,450,19,1,1,"31","popluation",197760,0.0422222222222222
"1331","nebraska",1983,460,31,0,0,"31","popluation",197760,0.0673913043478261
"1332","nebraska",1984,444,31,4,0,"31","popluation",197760,0.0698198198198198
"1333","nebraska",1985,433,27,4,0,"31","popluation",197760,0.0623556581986143
"1334","nebraska",1972,325,10,0,0,"31","popluation",197760,0.0307692307692308
"1335","nebraska",1973,299,10,0,0,"31","popluation",197760,0.0334448160535117
"1336","nebraska",1998,382,33,3,0,"31","popluation",197760,0.0863874345549738
"1337","nebraska",1999,314,32,2,0,"31","popluation",197760,0.101910828025478
"1338","nebraska",2000,344,33,1,1,"31","popluation",197760,0.0959302325581395
"1339","nebraska",1991,360,34,2,0,"31","popluation",197760,0.0944444444444444
"1340","nebraska",1979,406,16,1,0,"31","popluation",197760,0.0394088669950739
"1341","nebraska",1980,340,24,2,0,"31","popluation",197760,0.0705882352941176
"1342","nebraska",1981,351,29,3,1,"31","popluation",197760,0.0826210826210826
"1343","nebraska",1992,354,39,2,0,"31","popluation",197760,0.110169491525424
"1344","nebraska",1993,406,48,3,0,"31","popluation",197760,0.118226600985222
"1345","nebraska",1994,216,25,0,0,"31","popluation",197760,0.115740740740741
"1346","nebraska",1995,327,26,1,0,"31","popluation",197760,0.0795107033639144
"1347","nebraska",1996,315,35,2,2,"31","popluation",197760,0.111111111111111
"1348","nebraska",1997,347,33,3,1,"31","popluation",197760,0.0951008645533141
"1349","nebraska",1968,204,5,1,0,"31","popluation",197760,0.0245098039215686
"1350","nebraska",2001,269,30,0,0,"31","popluation",197760,0.111524163568773
"1351","nebraska",2002,283,30,2,0,"31","popluation",197760,0.106007067137809
"1352","nebraska",1967,217,2,0,0,"31","popluation",197760,0.00921658986175115
"1353","nebraska",2016,1,0,0,0,"31","popluation",197760,0
"1354","nebraska",1969,235,4,0,0,"31","popluation",197760,0.0170212765957447
"1355","nebraska",1970,213,5,0,0,"31","popluation",197760,0.0234741784037559
"1356","nebraska",1971,270,7,0,0,"31","popluation",197760,0.0259259259259259
"1357","nebraska",2003,252,34,2,0,"31","popluation",197760,0.134920634920635
"1358","nebraska",2004,260,31,0,1,"31","popluation",197760,0.119230769230769
"1359","nebraska",2005,269,35,1,0,"31","popluation",197760,0.130111524163569
"1360","nebraska",2006,251,33,0,0,"31","popluation",197760,0.131474103585657
"1361","nebraska",2007,233,32,0,0,"31","popluation",197760,0.137339055793991
"1362","nebraska",2008,18,3,0,0,"31","popluation",197760,0.166666666666667
"1363","nevada",1972,189,3,0,0,"32","popluation",157199,0.0158730158730159
"1364","nevada",1973,199,5,0,0,"32","popluation",157199,0.0251256281407035
"1365","nevada",2011,88,9,0,0,"32","popluation",157199,0.102272727272727
"1366","nevada",2016,2,0,0,0,"32","popluation",157199,0
"1367","nevada",1984,148,14,0,1,"32","popluation",157199,0.0945945945945946
"1368","nevada",1985,167,16,1,0,"32","popluation",157199,0.0958083832335329
"1369","nevada",1974,145,2,0,0,"32","popluation",157199,0.0137931034482759
"1370","nevada",1983,182,11,2,1,"32","popluation",157199,0.0604395604395604
"1371","nevada",1975,261,5,0,1,"32","popluation",157199,0.0191570881226054
"1372","nevada",1976,250,4,1,0,"32","popluation",157199,0.016
"1373","nevada",1986,146,13,1,0,"32","popluation",157199,0.089041095890411
"1374","nevada",1987,150,9,1,0,"32","popluation",157199,0.06
"1375","nevada",2010,56,5,0,0,"32","popluation",157199,0.0892857142857143
"1376","nevada",1970,219,2,0,0,"32","popluation",157199,0.0091324200913242
"1377","nevada",1971,165,0,2,0,"32","popluation",157199,0
"1378","nevada",1998,156,26,3,0,"32","popluation",157199,0.166666666666667
"1379","nevada",1999,63,3,0,0,"32","popluation",157199,0.0476190476190476
"1380","nevada",1988,134,11,1,1,"32","popluation",157199,0.082089552238806
"1381","nevada",1989,168,17,2,1,"32","popluation",157199,0.101190476190476
"1382","nevada",1977,223,8,0,0,"32","popluation",157199,0.0358744394618834
"1383","nevada",1978,229,8,1,1,"32","popluation",157199,0.0349344978165939
"1384","nevada",1979,234,13,1,1,"32","popluation",157199,0.0555555555555556
"1385","nevada",1980,256,13,2,0,"32","popluation",157199,0.05078125
"1386","nevada",1981,205,9,1,0,"32","popluation",157199,0.0439024390243902
"1387","nevada",1982,182,10,0,0,"32","popluation",157199,0.0549450549450549
"1388","nevada",1995,185,18,5,1,"32","popluation",157199,0.0972972972972973
"1389","nevada",1996,180,28,5,1,"32","popluation",157199,0.155555555555556
"1390","nevada",1997,156,19,3,3,"32","popluation",157199,0.121794871794872
"1391","nevada",1969,178,1,0,0,"32","popluation",157199,0.00561797752808989
"1392","nevada",1990,161,8,1,0,"32","popluation",157199,0.0496894409937888
"1393","nevada",1991,163,23,10,1,"32","popluation",157199,0.141104294478528
"1394","nevada",2000,126,13,2,2,"32","popluation",157199,0.103174603174603
"1395","nevada",2001,80,10,1,1,"32","popluation",157199,0.125
"1396","nevada",1994,176,26,1,1,"32","popluation",157199,0.147727272727273
"1397","nevada",2009,62,8,0,0,"32","popluation",157199,0.129032258064516
"1398","nevada",1992,175,14,3,0,"32","popluation",157199,0.08
"1399","nevada",1993,183,19,1,0,"32","popluation",157199,0.103825136612022
"1400","nevada",2005,88,19,1,0,"32","popluation",157199,0.215909090909091
"1401","nevada",2002,97,14,6,3,"32","popluation",157199,0.144329896907216
"1402","nevada",1967,107,5,0,1,"32","popluation",157199,0.0467289719626168
"1403","nevada",1968,149,2,0,0,"32","popluation",157199,0.0134228187919463
"1404","nevada",2006,120,25,3,1,"32","popluation",157199,0.208333333333333
"1405","nevada",2003,68,9,4,0,"32","popluation",157199,0.132352941176471
"1406","nevada",2004,102,16,1,1,"32","popluation",157199,0.156862745098039
"1407","nevada",2007,58,9,0,0,"32","popluation",157199,0.155172413793103
"1408","nevada",2008,100,11,1,0,"32","popluation",157199,0.11
"1409","new hampshire",1968,103,0,0,0,"33","popluation",110817,0
"1410","new hampshire",1967,106,4,0,0,"33","popluation",110817,0.0377358490566038
"1411","new hampshire",1969,101,2,0,0,"33","popluation",110817,0.0198019801980198
"1412","new hampshire",1971,105,0,0,0,"33","popluation",110817,0
"1413","new hampshire",1981,236,16,1,0,"33","popluation",110817,0.0677966101694915
"1414","new hampshire",1982,272,10,2,0,"33","popluation",110817,0.0367647058823529
"1415","new hampshire",1970,106,2,0,0,"33","popluation",110817,0.0188679245283019
"1416","new hampshire",1979,220,10,1,0,"33","popluation",110817,0.0454545454545455
"1417","new hampshire",1980,216,8,0,0,"33","popluation",110817,0.037037037037037
"1418","new hampshire",2007,196,23,6,0,"33","popluation",110817,0.11734693877551
"1419","new hampshire",2008,140,18,1,0,"33","popluation",110817,0.128571428571429
"1420","new hampshire",1983,214,10,0,0,"33","popluation",110817,0.0467289719626168
"1421","new hampshire",1984,208,13,1,0,"33","popluation",110817,0.0625
"1422","new hampshire",1972,123,0,0,0,"33","popluation",110817,0
"1423","new hampshire",1973,180,2,0,0,"33","popluation",110817,0.0111111111111111
"1424","new hampshire",1974,192,5,0,0,"33","popluation",110817,0.0260416666666667
"1425","new hampshire",1975,200,7,0,0,"33","popluation",110817,0.035
"1426","new hampshire",1976,240,4,0,0,"33","popluation",110817,0.0166666666666667
"1427","new hampshire",1977,248,6,1,0,"33","popluation",110817,0.0241935483870968
"1428","new hampshire",1978,223,8,0,0,"33","popluation",110817,0.0358744394618834
"1429","new hampshire",1991,161,21,0,0,"33","popluation",110817,0.130434782608696
"1430","new hampshire",1992,179,26,0,2,"33","popluation",110817,0.145251396648045
"1431","new hampshire",1993,184,27,1,0,"33","popluation",110817,0.146739130434783
"1432","new hampshire",1994,141,27,2,0,"33","popluation",110817,0.191489361702128
"1433","new hampshire",2009,146,20,1,0,"33","popluation",110817,0.136986301369863
"1434","new hampshire",2010,150,15,0,0,"33","popluation",110817,0.1
"1435","new hampshire",2011,146,30,3,0,"33","popluation",110817,0.205479452054795
"1436","new hampshire",2012,129,19,1,1,"33","popluation",110817,0.147286821705426
"1437","new hampshire",2013,92,15,0,0,"33","popluation",110817,0.16304347826087
"1438","new hampshire",2014,113,17,1,0,"33","popluation",110817,0.150442477876106
"1439","new hampshire",2015,99,16,1,0,"33","popluation",110817,0.161616161616162
"1440","new hampshire",2016,34,6,1,0,"33","popluation",110817,0.176470588235294
"1441","new hampshire",1990,138,19,0,0,"33","popluation",110817,0.13768115942029
"1442","new hampshire",2004,147,22,4,0,"33","popluation",110817,0.149659863945578
"1443","new hampshire",2005,146,18,2,0,"33","popluation",110817,0.123287671232877
"1444","new hampshire",2006,160,20,2,0,"33","popluation",110817,0.125
"1445","new hampshire",1985,239,21,0,0,"33","popluation",110817,0.0878661087866109
"1446","new hampshire",1986,198,24,1,0,"33","popluation",110817,0.121212121212121
"1447","new hampshire",1995,193,34,5,0,"33","popluation",110817,0.176165803108808
"1448","new hampshire",1996,131,18,1,0,"33","popluation",110817,0.137404580152672
"1449","new hampshire",1989,148,20,0,0,"33","popluation",110817,0.135135135135135
"1450","new hampshire",2002,179,23,1,0,"33","popluation",110817,0.128491620111732
"1451","new hampshire",1987,152,16,0,0,"33","popluation",110817,0.105263157894737
"1452","new hampshire",1988,139,14,0,0,"33","popluation",110817,0.100719424460432
"1453","new hampshire",2000,124,19,0,0,"33","popluation",110817,0.153225806451613
"1454","new hampshire",1997,129,26,0,0,"33","popluation",110817,0.201550387596899
"1455","new hampshire",2003,184,27,1,0,"33","popluation",110817,0.146739130434783
"1456","new hampshire",1999,158,24,2,0,"33","popluation",110817,0.151898734177215
"1457","new hampshire",2001,222,31,0,1,"33","popluation",110817,0.13963963963964
"1458","new hampshire",1998,103,13,0,0,"33","popluation",110817,0.12621359223301
"1459","new jersey",1971,1121,8,0,0,"34","popluation",613250,0.00713648528099911
"1460","new jersey",1969,840,7,1,0,"34","popluation",613250,0.00833333333333333
"1461","new jersey",1970,873,10,0,0,"34","popluation",613250,0.011454753722795
"1462","new jersey",1972,980,13,0,0,"34","popluation",613250,0.013265306122449
"1463","new jersey",1997,986,73,12,4,"34","popluation",613250,0.0740365111561866
"1464","new jersey",1973,1180,11,1,0,"34","popluation",613250,0.00932203389830509
"1465","new jersey",1974,1236,19,3,0,"34","popluation",613250,0.0153721682847896
"1466","new jersey",1996,894,64,3,0,"34","popluation",613250,0.0715883668903803
"1467","new jersey",1967,719,9,3,0,"34","popluation",613250,0.0125173852573018
"1468","new jersey",1968,811,11,0,0,"34","popluation",613250,0.0135635018495684
"1469","new jersey",2007,707,69,8,1,"34","popluation",613250,0.0975954738330976
"1470","new jersey",2008,651,48,6,1,"34","popluation",613250,0.0737327188940092
"1471","new jersey",2009,582,51,9,0,"34","popluation",613250,0.0876288659793814
"1472","new jersey",2010,538,52,9,0,"34","popluation",613250,0.0966542750929368
"1473","new jersey",1998,895,59,5,1,"34","popluation",613250,0.0659217877094972
"1474","new jersey",1999,929,73,17,0,"34","popluation",613250,0.0785791173304629
"1475","new jersey",2000,882,75,10,4,"34","popluation",613250,0.0850340136054422
"1476","new jersey",2001,887,79,8,0,"34","popluation",613250,0.0890642615558061
"1477","new jersey",2002,926,74,4,1,"34","popluation",613250,0.0799136069114471
"1478","new jersey",2003,763,81,7,0,"34","popluation",613250,0.106159895150721
"1479","new jersey",2004,729,72,5,1,"34","popluation",613250,0.0987654320987654
"1480","new jersey",2005,804,67,8,3,"34","popluation",613250,0.0833333333333333
"1481","new jersey",2006,745,66,5,0,"34","popluation",613250,0.0885906040268456
"1482","new jersey",1980,1467,9,1,0,"34","popluation",613250,0.00613496932515337
"1483","new jersey",1981,1531,20,2,0,"34","popluation",613250,0.0130633572828217
"1484","new jersey",1982,1547,29,2,1,"34","popluation",613250,0.0187459599224305
"1485","new jersey",1983,1605,11,3,0,"34","popluation",613250,0.00685358255451713
"1486","new jersey",2011,558,37,6,2,"34","popluation",613250,0.0663082437275986
"1487","new jersey",2012,495,41,7,1,"34","popluation",613250,0.0828282828282828
"1488","new jersey",2013,501,45,0,0,"34","popluation",613250,0.0898203592814371
"1489","new jersey",2014,515,43,4,0,"34","popluation",613250,0.083495145631068
"1490","new jersey",1975,1329,17,0,0,"34","popluation",613250,0.0127915726109857
"1491","new jersey",1976,1583,20,1,0,"34","popluation",613250,0.0126342387871131
"1492","new jersey",1977,1498,23,3,1,"34","popluation",613250,0.0153538050734312
"1493","new jersey",1978,1578,14,1,1,"34","popluation",613250,0.00887198986058302
"1494","new jersey",1979,1584,20,2,1,"34","popluation",613250,0.0126262626262626
"1495","new jersey",1992,843,47,8,2,"34","popluation",613250,0.0557532621589561
"1496","new jersey",1993,832,59,7,0,"34","popluation",613250,0.0709134615384615
"1497","new jersey",1994,827,54,8,1,"34","popluation",613250,0.0652962515114873
"1498","new jersey",1995,837,52,8,0,"34","popluation",613250,0.0621266427718041
"1499","new jersey",1986,1945,47,0,0,"34","popluation",613250,0.0241645244215938
"1500","new jersey",2015,512,43,2,0,"34","popluation",613250,0.083984375
"1501","new jersey",1984,1713,34,4,0,"34","popluation",613250,0.0198482194979568
"1502","new jersey",1985,1729,40,1,0,"34","popluation",613250,0.0231347599768652
"1503","new jersey",1990,1839,53,9,0,"34","popluation",613250,0.0288200108754758
"1504","new jersey",1991,805,51,11,2,"34","popluation",613250,0.0633540372670807
"1505","new jersey",2016,379,41,1,0,"34","popluation",613250,0.108179419525066
"1506","new jersey",1989,1958,43,1,0,"34","popluation",613250,0.0219611848825332
"1507","new jersey",1987,1971,44,0,0,"34","popluation",613250,0.0223236935565703
"1508","new jersey",1988,2074,54,4,1,"34","popluation",613250,0.0260366441658631
"1509","new mexico",1988,219,7,0,0,"35","popluation",136448,0.0319634703196347
"1510","new mexico",1989,195,14,3,0,"35","popluation",136448,0.0717948717948718
"1511","new mexico",2000,137,16,0,0,"35","popluation",136448,0.116788321167883
"1512","new mexico",2001,162,23,2,0,"35","popluation",136448,0.141975308641975
"1513","new mexico",1998,234,23,0,0,"35","popluation",136448,0.0982905982905983
"1514","new mexico",1999,188,23,1,0,"35","popluation",136448,0.122340425531915
"1515","new mexico",1991,255,25,4,1,"35","popluation",136448,0.0980392156862745
"1516","new mexico",1992,212,17,1,0,"35","popluation",136448,0.080188679245283
"1517","new mexico",2002,169,20,1,0,"35","popluation",136448,0.118343195266272
"1518","new mexico",1990,252,25,1,1,"35","popluation",136448,0.0992063492063492
"1519","new mexico",1995,248,20,0,0,"35","popluation",136448,0.0806451612903226
"1520","new mexico",1996,186,19,2,0,"35","popluation",136448,0.102150537634409
"1521","new mexico",1997,206,23,0,0,"35","popluation",136448,0.111650485436893
"1522","new mexico",2011,157,23,0,0,"35","popluation",136448,0.146496815286624
"1523","new mexico",2012,177,29,2,0,"35","popluation",136448,0.163841807909605
"1524","new mexico",2013,159,20,1,0,"35","popluation",136448,0.125786163522013
"1525","new mexico",2014,152,28,2,0,"35","popluation",136448,0.184210526315789
"1526","new mexico",2015,172,20,2,1,"35","popluation",136448,0.116279069767442
"1527","new mexico",2003,166,22,1,0,"35","popluation",136448,0.132530120481928
"1528","new mexico",2004,170,20,1,0,"35","popluation",136448,0.117647058823529
"1529","new mexico",2005,186,31,6,1,"35","popluation",136448,0.166666666666667
"1530","new mexico",1993,247,34,5,0,"35","popluation",136448,0.137651821862348
"1531","new mexico",1994,300,24,1,0,"35","popluation",136448,0.08
"1532","new mexico",2008,221,31,1,0,"35","popluation",136448,0.14027149321267
"1533","new mexico",2009,194,25,0,0,"35","popluation",136448,0.128865979381443
"1534","new mexico",2010,153,19,1,0,"35","popluation",136448,0.124183006535948
"1535","new mexico",1984,256,20,0,0,"35","popluation",136448,0.078125
"1536","new mexico",1985,242,15,1,0,"35","popluation",136448,0.0619834710743802
"1537","new mexico",1986,239,14,2,0,"35","popluation",136448,0.0585774058577406
"1538","new mexico",1987,277,8,2,1,"35","popluation",136448,0.0288808664259928
"1539","new mexico",1973,323,5,4,0,"35","popluation",136448,0.0154798761609907
"1540","new mexico",1974,300,4,1,0,"35","popluation",136448,0.0133333333333333
"1541","new mexico",2016,109,24,1,1,"35","popluation",136448,0.220183486238532
"1542","new mexico",1976,218,5,0,0,"35","popluation",136448,0.0229357798165138
"1543","new mexico",1977,254,12,0,0,"35","popluation",136448,0.047244094488189
"1544","new mexico",2006,206,37,0,0,"35","popluation",136448,0.179611650485437
"1545","new mexico",2007,232,37,1,0,"35","popluation",136448,0.15948275862069
"1546","new mexico",1967,311,6,1,0,"35","popluation",136448,0.0192926045016077
"1547","new mexico",1968,308,4,0,0,"35","popluation",136448,0.012987012987013
"1548","new mexico",1969,326,6,0,0,"35","popluation",136448,0.0184049079754601
"1549","new mexico",1970,332,3,0,0,"35","popluation",136448,0.00903614457831325
"1550","new mexico",1971,341,5,0,0,"35","popluation",136448,0.0146627565982405
"1551","new mexico",1972,315,2,1,0,"35","popluation",136448,0.00634920634920635
"1552","new mexico",1981,296,10,1,0,"35","popluation",136448,0.0337837837837838
"1553","new mexico",1978,227,15,1,0,"35","popluation",136448,0.066079295154185
"1554","new mexico",1979,269,11,0,0,"35","popluation",136448,0.0408921933085502
"1555","new mexico",1975,237,5,1,0,"35","popluation",136448,0.0210970464135021
"1556","new mexico",1982,345,21,1,1,"35","popluation",136448,0.0608695652173913
"1557","new mexico",1983,262,15,1,0,"35","popluation",136448,0.0572519083969466
"1558","new mexico",1980,332,20,1,0,"35","popluation",136448,0.0602409638554217
"1559","new york",1978,6485,105,5,1,"36","popluation",1399434,0.0161912104857363
"1560","new york",1982,6842,110,11,2,"36","popluation",1399434,0.0160771704180064
"1561","new york",1979,6662,92,7,2,"36","popluation",1399434,0.0138096667667367
"1562","new york",1980,6578,106,11,1,"36","popluation",1399434,0.0161143204621465
"1563","new york",1989,8810,257,10,2,"36","popluation",1399434,0.0291713961407491
"1564","new york",1990,10204,315,14,2,"36","popluation",1399434,0.0308702469619757
"1565","new york",1991,9914,265,12,0,"36","popluation",1399434,0.0267298769416986
"1566","new york",1992,9620,306,14,1,"36","popluation",1399434,0.0318087318087318
"1567","new york",1993,10231,307,5,1,"36","popluation",1399434,0.0300068419509334
"1568","new york",1981,7141,129,7,1,"36","popluation",1399434,0.0180646968211735
"1569","new york",1995,11174,370,4,0,"36","popluation",1399434,0.033112582781457
"1570","new york",1983,7153,130,10,1,"36","popluation",1399434,0.0181741926464421
"1571","new york",1984,7225,147,10,2,"36","popluation",1399434,0.0203460207612457
"1572","new york",1985,8662,201,14,2,"36","popluation",1399434,0.0232048025860078
"1573","new york",1986,8288,213,6,0,"36","popluation",1399434,0.025699806949807
"1574","new york",1987,8833,255,15,2,"36","popluation",1399434,0.0288690139250538
"1575","new york",1988,7998,228,9,1,"36","popluation",1399434,0.0285071267816954
"1576","new york",1975,6106,78,6,0,"36","popluation",1399434,0.0127743203406485
"1577","new york",1976,7092,90,3,2,"36","popluation",1399434,0.0126903553299492
"1578","new york",1977,6629,106,3,1,"36","popluation",1399434,0.0159903454518027
"1579","new york",2016,9500,482,14,1,"36","popluation",1399434,0.0507368421052632
"1580","new york",2004,9848,305,7,2,"36","popluation",1399434,0.0309707554833469
"1581","new york",1994,11415,350,12,0,"36","popluation",1399434,0.0306614104248795
"1582","new york",1967,4299,22,6,1,"36","popluation",1399434,0.00511746917887881
"1583","new york",1968,4449,28,4,0,"36","popluation",1399434,0.00629354911216004
"1584","new york",1969,4156,30,4,0,"36","popluation",1399434,0.00721847930702599
"1585","new york",1996,11748,334,9,0,"36","popluation",1399434,0.0284303711270003
"1586","new york",1997,11592,317,5,0,"36","popluation",1399434,0.0273464458247067
"1587","new york",1998,11938,363,10,1,"36","popluation",1399434,0.0304071033673982
"1588","new york",1999,11216,378,9,0,"36","popluation",1399434,0.0337018544935806
"1589","new york",2000,11835,299,2,0,"36","popluation",1399434,0.0252640473172793
"1590","new york",2001,10883,347,9,1,"36","popluation",1399434,0.0318845906459616
"1591","new york",2002,10079,298,7,0,"36","popluation",1399434,0.0295664252405993
"1592","new york",2003,10315,316,9,1,"36","popluation",1399434,0.0306349975763451
"1593","new york",2015,10711,478,13,1,"36","popluation",1399434,0.0446270189524788
"1594","new york",1970,4631,38,3,0,"36","popluation",1399434,0.00820557115093932
"1595","new york",1971,4147,45,3,0,"36","popluation",1399434,0.0108512177477695
"1596","new york",1972,4680,56,6,2,"36","popluation",1399434,0.011965811965812
"1597","new york",2005,10360,366,12,3,"36","popluation",1399434,0.0353281853281853
"1598","new york",1974,4665,55,4,0,"36","popluation",1399434,0.0117899249732047
"1599","new york",2012,10316,372,20,2,"36","popluation",1399434,0.0360604885614579
"1600","new york",2013,9920,415,14,3,"36","popluation",1399434,0.0418346774193548
"1601","new york",1973,4952,68,7,3,"36","popluation",1399434,0.0137318255250404
"1602","new york",2009,12168,456,10,1,"36","popluation",1399434,0.0374753451676529
"1603","new york",2006,10871,388,11,3,"36","popluation",1399434,0.035691288749885
"1604","new york",2007,11531,422,10,1,"36","popluation",1399434,0.0365969993929408
"1605","new york",2014,10288,441,19,1,"36","popluation",1399434,0.0428654743390358
"1606","new york",2010,11461,442,11,1,"36","popluation",1399434,0.0385655701945729
"1607","new york",2011,10790,390,16,0,"36","popluation",1399434,0.036144578313253
"1608","new york",2008,11371,445,11,0,"36","popluation",1399434,0.0391346407527922
"1609","north carolina",2010,563,59,5,0,"37","popluation",614668,0.104795737122558
"1610","north carolina",2009,607,70,6,0,"37","popluation",614668,0.115321252059308
"1611","north carolina",2011,598,70,3,0,"37","popluation",614668,0.117056856187291
"1612","north carolina",2012,979,49,4,0,"37","popluation",614668,0.0500510725229826
"1613","north carolina",1983,1280,55,6,2,"37","popluation",614668,0.04296875
"1614","north carolina",2013,1457,64,1,0,"37","popluation",614668,0.0439258750857927
"1615","north carolina",1981,1023,42,4,0,"37","popluation",614668,0.0410557184750733
"1616","north carolina",1982,1282,63,5,0,"37","popluation",614668,0.0491419656786271
"1617","north carolina",1978,1084,30,3,0,"37","popluation",614668,0.0276752767527675
"1618","north carolina",1979,1250,31,3,0,"37","popluation",614668,0.0248
"1619","north carolina",1980,1374,43,2,0,"37","popluation",614668,0.0312954876273654
"1620","north carolina",1967,473,10,0,0,"37","popluation",614668,0.0211416490486258
"1621","north carolina",1968,657,7,0,0,"37","popluation",614668,0.0106544901065449
"1622","north carolina",1969,710,11,0,0,"37","popluation",614668,0.0154929577464789
"1623","north carolina",1984,1288,53,3,2,"37","popluation",614668,0.0411490683229814
"1624","north carolina",2014,1067,55,3,1,"37","popluation",614668,0.0515463917525773
"1625","north carolina",2015,822,7,0,1,"37","popluation",614668,0.00851581508515815
"1626","north carolina",2016,404,4,0,0,"37","popluation",614668,0.0099009900990099
"1627","north carolina",1975,1171,33,2,2,"37","popluation",614668,0.0281810418445773
"1628","north carolina",1976,1077,19,1,0,"37","popluation",614668,0.0176415970287837
"1629","north carolina",1977,782,24,0,0,"37","popluation",614668,0.030690537084399
"1630","north carolina",1990,1052,60,2,0,"37","popluation",614668,0.0570342205323194
"1631","north carolina",1991,1077,52,3,0,"37","popluation",614668,0.0482822655524605
"1632","north carolina",1992,876,48,4,0,"37","popluation",614668,0.0547945205479452
"1633","north carolina",1993,1062,63,6,0,"37","popluation",614668,0.0593220338983051
